src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.16.0.5,192.168.50.1,62809,49610,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,61769,62016,17,2018-12-01 15:51:33,2.0,558000000.0,1000000.0,1000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62630,65427,17,2018-12-01 15:51:33,2.0,558000000.0,1000000.0,1000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62655,2862,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,60911,15213,17,2018-12-01 15:51:33,2.0,558000000.0,1000000.0,1000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,50039,14183,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,63941,52954,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,36865,17534,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62595,372,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62465,64866,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,63280,51907,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,19911,19458,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62532,36970,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62522,41807,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,5461,26630,17,2018-12-01 15:51:33,2.0,558000000.0,1000000.0,1000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
172.16.0.5,192.168.50.1,62486,46891,17,2018-12-01 15:51:33,1.0,1116000000.0,2000000.0,2000000.0,0.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,558,558,558.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,558.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0,2,0,1116,0
